"","pool","prevalence","above.llod","limit","pos","total.tests","tests.per.sample","tn","tp","fn","fp","ppa","est","lwr.ci","upr.ci"
"154",5,0.01,0.2,35,0.05,1.24500123552525,0.24900024710505,0.9509900499,0.04900024710505,9.70299495e-06,0,0.999802019897384,0.999802019897384,0.999280927868916,0.999976404106053
"155",5,0.01,0.25,35,0.05,1.2450257306992,0.24900514613984,0.9509900499,0.04900514613984,4.80396016e-06,0,0.999901979901016,0.999901979901016,0.999446400264262,0.999997671786667
"156",5,0.01,0.3,35,0.05,1.2449777057992,0.24899554115984,0.9509900499,0.04899554115984,1.440894016e-05,0,0.999705999697396,0.999705999697396,0.999132556537795,0.999940698556262
"157",5,0.03,0.05,35,0.15,1.70632948649485,0.34126589729897,0.8587340257,0.14126589729897,7.70010300000001e-08,0,0.999999454921609,0.999999454921609,0.999630034873219,1
"158",5,0.03,0.1,35,0.15,1.7063215304215,0.3412643060843,0.8587340257,0.1412643060843,1.6682157e-06,0,0.999988190958876,0.999988190958876,0.999606791349591,1
"159",5,0.03,0.15,35,0.15,1.70612631756985,0.34122526351397,0.8587340257,0.14122526351397,4.071078603e-05,0,0.999711814637377,0.999711814637376,0.999141332984329,0.999943156905834
"160",5,0.03,0.2,35,0.15,1.70626334551705,0.34125266910341,0.8587340257,0.14125266910341,1.330519659e-05,0,0.999905814569602,0.999905814569602,0.999453081046983,0.99999803850373
"161",5,0.03,0.25,35,0.15,1.70632153040935,0.34126430608187,0.8587340257,0.14126430608187,1.66821813e-06,0,0.999988190941674,0.999988190941674,0.999606791314671,1
"162",5,0.03,0.3,35,0.15,1.70625487741705,0.34125097548341,0.8587340257,0.14125097548341,1.499881659e-05,0,0.999893825695364,0.999893825695364,0.99943229524803,0.999996771039493
"163",5,0.05,0.05,35,0.25,2.131084595,0.426216919,0.7737809375,0.226216919,2.1435e-06,0,0.999990524671191,0.999990524671191,0.999611544325482,1
"164",5,0.05,0.1,35,0.25,2.130970921875,0.426194184375,0.7737809375,0.226194184375,2.4878125e-05,0,0.999890026398637,0.999890026398637,0.999425768337298,0.999996295175208
"165",5,0.05,0.15,35,0.25,2.13109473359375,0.42621894671875,0.7737809375,0.22621894671875,1.1578125e-07,0,0.999999488189683,0.999999488189684,0.999630104712014,1
"166",5,0.05,0.2,35,0.25,2.13097148546875,0.42619429709375,0.7737809375,0.22619429709375,2.476540625e-05,0,0.999890524671191,0.999890524671191,0.999426622750937,0.999996359610827
"167",5,0.05,0.25,35,0.25,2.1309827671875,0.4261965534375,0.7737809375,0.2261965534375,2.25090625e-05,0,0.999900498825116,0.999900498825116,0.999443828234217,0.999997520423968
"168",5,0.05,0.3,35,0.25,2.13088095375,0.42617619075,0.7737809375,0.22617619075,4.287175e-05,0,0.99981048568796,0.99981048568796,0.999294421017776,0.999978957081599
